translation,importance
"{'en': 'Evolution Website', 'af': 'Evolution-webwerf'}",0.1054554310764734
"{'en': 'Bristol', 'af': 'Bristol'}",0.1054554310764734
"{'en': 'Previous Puzzle', 'af': 'Vorige raaisel'}",0.1054554310764734
"{'en': 'Difficult', 'af': 'Moeilik'}",0.1054554310764734
"{'en': 'Mouse Orientation', 'af': 'Muisoriëntasie'}",0.1054554310764734
"{'en': 'Hard', 'af': 'Hard'}",0.1054554310764734
"{'en': 'Gypsy', 'af': 'Sigeuner'}",0.1054554310764734
"{'en': 'Smeary Brush', 'af': 'Name=Eenvoudige UitlegGenericName'}",0.1054554310764734
"{'en': 'GNOME Music', 'af': 'GNOME Musiek'}",0.1054554310764734
"{'en': 'Good Morning', 'af': 'Goeie Môre'}",0.1054554310764734
"{'en': 'Ed', 'af': 'Ed'}",0.1054554310764734
"{'en': 'Uniform Color', 'af': 'Univorm Kleur'}",0.1054554310764734
"{'en': 'Change', 'af': 'Verander'}",0.1054554310764734
"{'en': 'Evolution Preferences', 'af': 'Evolution-voorkeure'}",0.1054554310764734
"{'en': 'Bahraini Dinar', 'af': 'Bahreinse dinar'}",0.1054554310764734
"{'en': 'Classic', 'af': 'Klassiek'}",0.1054554310764734
"{'en': 'Find', 'af': 'Vind'}",0.1054554310764734
"{'en': 'French Guiana', 'af': 'PeruCity in Idaho USA'}",0.1054554310764734
"{'en': 'Diagonal', 'af': 'Diagonale'}",0.1054554310764734
"{'en': 'DL Env', 'af': 'Dl Koevert'}",0.1054554310764734
"{'en': 'Puzzle Information', 'af': 'Raaiselinligting'}",0.1054554310764734
"{'en': 'Psoou', 'af': 'PersoonlikeCoptic weekday 2 - LongDayName'}",0.1054554310764734
"{'en': 'Newsgroup', 'af': 'Nuusgroepe'}",0.1054554310764734
"{'en': 'Simi Valley', 'af': 'uurCity in California USA'}",0.1054554310764734
"{'en': 'Guatemala', 'af': 'BerekenCity in Idaho USA'}",0.1054554310764734
"{'en': 'Oriya', 'af': 'Oriya'}",0.1054554310764734
"{'en': 'Shark', 'af': 'Haai'}",0.1054554310764734
"{'en': 'Lithuania', 'af': 'Lithuanië'}",0.1054554310764734
"{'en': 'Handheld', 'af': 'This is the Null conduit, used for testing'}",0.1054554310764734
"{'en': 'Labyrinth', 'af': 'Dwaalhof'}",0.1054554310764734
"{'en': 'Align Middle', 'af': 'Oplyn Middelste'}",0.1054554310764734
"{'en': 'New Window', 'af': 'Venster'}",0.1054554310764734
"{'en': 'Hinting', 'af': 'Belyning met rooster'}",0.1054554310764734
"{'en': 'Commission', 'af': 'Kommissie'}",0.1054554310764734
"{'en': 'Catalog Information', 'af': 'Comment=Boodskap Katalogus'}",0.1054554310764734
"{'en': 'Offline', 'af': 'Vanlyn'}",0.1054554310764734
"{'en': 'Foggia', 'af': 'AdaCity in Italy'}",0.1054554310764734
"{'en': 'Nightfall', 'af': 'Skemer'}",0.1054554310764734
"{'en': 'Tea Cooker', 'af': 'Teemaker'}",0.1054554310764734
"{'en': 'Minimize', 'af': 'Minimeer'}",0.1054554310764734
"{'en': 'DarkViolet', 'af': 'Donker leiklip grys3color'}",0.1054554310764734
"{'en': 'Dark', 'af': 'Donker'}",0.1054554310764734
"{'en': 'Burkina Faso', 'af': 'PlaneteCity in Idaho USA'}",0.1054554310764734
"{'en': 'Menu', 'af': 'Kieslys'}",0.1054554310764734
"{'en': 'Fake', 'af': 'FopComment'}",0.1054554310764734
"{'en': 'Integer', 'af': 'Heelgetal'}",0.1054554310764734
"{'en': 'Start Game', 'af': 'Begin Speletjie'}",0.1054554310764734
"{'en': 'File Path', 'af': 'Lêerpad'}",0.1054554310764734
"{'en': 'NewsTicker', 'af': 'Nuus tikkerName'}",0.1054554310764734
"{'en': 'Hangul Jamo', 'af': 'HangulQFont'}",0.1054554310764734
"{'en': 'Device Setup', 'af': 'Toestelopstelling'}",0.1054554310764734
"{'en': 'Data Format', 'af': 'Data Formaat'}",0.1054554310764734
"{'en': 'Encoding Failed', 'af': 'Enkodering Gevaal'}",0.1054554310764734
"{'en': 'April', 'af': 'Aprilfull month name'}",0.1054554310764734
"{'en': 'Show Group', 'af': 'Vertoon Groep'}",0.1054554310764734
"{'en': 'Log out', 'af': 'Meld af'}",0.1054554310764734
"{'en': 'Shark', 'af': 'Haai'}",0.1054554310764734
"{'en': 'Macedonian', 'af': 'Masedonies'}",0.1054554310764734
"{'en': 'Previous Puzzle', 'af': 'Vorige raaisel'}",0.1054554310764734
"{'en': 'Fireworkx', 'af': 'Morf3d (Gl) Name'}",0.1054554310764734
"{'en': 'Bashkir', 'af': 'BashkirName'}",0.1054554310764734
"{'en': 'Publishing Information', 'af': 'Vergaderinginligting'}",0.1054554310764734
"{'en': 'Clear Reset', 'af': 'Maak skoon Geskiedenis'}",0.1054554310764734
"{'en': 'Not found', 'af': 'Nie gevind nie'}",0.1054554310764734
"{'en': 'Macedonian', 'af': 'Masedonies'}",0.1054554310764734
"{'en': 'Selected Text', 'af': 'Gekose Teks'}",0.1054554310764734
"{'en': 'Switch User', 'af': 'Wissel gebruiker'}",0.1054554310764734
"{'en': 'Network Priority', 'af': 'Netwerk Prioriteit'}",0.1054554310764734
"{'en': 'Oak Ridge', 'af': 'HammondCity in Germany'}",0.1054554310764734
"{'en': 'Wired', 'af': 'Draad'}",0.1054554310764734
"{'en': 'Chinese Simplified', 'af': 'Vereenvoudigde Sjinees'}",0.1054554310764734
"{'en': 'Date Format', 'af': 'Datum FormaatDateFormat'}",0.1054554310764734
"{'en': 'Fluxbox', 'af': 'FluxboxComment'}",0.1054554310764734
"{'en': 'Lamar', 'af': 'City in Arizona USA'}",0.1054554310764734
"{'en': 'Hexter', 'af': 'Hexter'}",0.1054554310764734
"{'en': 'Current Player', 'af': 'Huidige spelerchess-side'}",0.1054554310764734
"{'en': 'Assigned', 'af': 'Toegeskryf'}",0.1054554310764734
"{'en': 'KOffice Plugin', 'af': 'Koffice InplakName'}",0.1054554310764734
"{'en': 'Player Pointer', 'af': 'Speler Wyser'}",0.1054554310764734
"{'en': 'Output Mode', 'af': 'Uitset Modus'}",0.1054554310764734
"{'en': 'Fool', 'af': 'Gek'}",0.1054554310764734
"{'en': 'IRC Event', 'af': 'SwedeComment'}",0.1054554310764734
"{'en': 'About GNOME', 'af': 'Aangaande GNOME'}",0.1054554310764734
"{'en': 'Calendar Program', 'af': 'KalenderprogramName'}",0.1054554310764734
"{'en': 'Monday', 'af': 'Geld'}",0.1054554310764734
"{'en': 'Square', 'af': 'Vierkant'}",0.1054554310764734
"{'en': 'Optical', 'af': 'Aangaande die Maan BeeldeImage/ info menu item ( should be translated )'}",0.1054554310764734
"{'en': 'Enter', 'af': 'Enter'}",0.1054554310764734
"{'en': 'Yellow', 'af': 'Geel'}",0.1054554310764734
"{'en': 'Carlton', 'af': 'AardeCity in Minnesota USA'}",0.1054554310764734
"{'en': 'Show Informationwidget', 'af': 'Suur Gedrag'}",0.1054554310764734
"{'en': 'Rygel', 'af': 'Rygel'}",0.1054554310764734
"{'en': 'View Log', 'af': 'Besigtig Log'}",0.1054554310764734
"{'en': 'Recurrence', 'af': 'Herhaling'}",0.1054554310764734
"{'en': 'Visible', 'af': 'Sigbaar'}",0.1054554310764734
"{'en': 'Not Started', 'af': 'Nog nie begin nie'}",0.1054554310764734
"{'en': 'Validation Report', 'af': 'Css GeldighiedstoetserValidation status'}",0.1054554310764734
"{'en': 'Pure', 'af': 'Suiwer'}",0.1054554310764734
"{'en': 'Stettler', 'af': 'St. Peter PoortCity name (optional, probably does not need a translation)'}",0.1054554310764734
"{'en': 'Cedar City', 'af': 'DeltaCity in Germany'}",0.1054554310764734
"{'en': 'To Clipboard', 'af': 'Na Klipbord'}",0.1054554310764734
"{'en': 'Password required', 'af': 'Wagwoord vereis'}",0.1054554310764734
"{'en': 'File Checksum', 'af': 'Lêerkontrolesom'}",0.1054554310764734
"{'en': 'Gary', 'af': 'GaryCity name (optional, probably does not need a translation)'}",0.1054554310764734
"{'en': 'Noach', 'af': 'Maart'}",0.1054554310764734
"{'en': 'WinAmp Interface', 'af': 'Winamp KoppelvlakComment'}",0.1054554310764734
"{'en': 'Favorite Folders', 'af': 'Nuwe Gids ...'}",0.1054554310764734
"{'en': 'Work Week', 'af': 'WerkweekMonday'}",0.1054554310764734
"{'en': 'Calendar Program', 'af': 'KalenderprogramName'}",0.1054554310764734
"{'en': 'Lights Off', 'af': 'Ligte af'}",0.1054554310764734
"{'en': 'Queensland', 'af': 'GroenlandRegion/ state name (optional, rarely needs a translation)'}",0.1054554310764734
"{'en': 'Volume Applet', 'af': 'Volume-miniprogram'}",0.1054554310764734
"{'en': 'Note', 'af': 'Nota'}",0.1054554310764734
"{'en': 'Help', 'af': 'Hulp'}",0.1054554310764734
"{'en': 'Tantalum', 'af': 'Tantalum'}",0.1054554310764734
"{'en': 'Vertigo', 'af': 'Vertigo'}",0.1054554310764734
"{'en': 'Amphoteric', 'af': 'Amfoteries:'}",0.1054554310764734
"{'en': 'French', 'af': 'Franse'}",0.1054554310764734
"{'en': 'Egypt', 'af': 'EgipteCountry name (optional, but should be translated)'}",0.1054554310764734
"{'en': 'Configure Equalizer', 'af': 'Band Menger Opstel'}",0.1054554310764734
"{'en': 'Swap Load', 'af': 'Uitruilspasie-lading'}",0.1054554310764734
"{'en': 'Microblog Serializer', 'af': 'Pos inkennis stelComment'}",0.1054554310764734
"{'en': 'Jabber', 'af': 'Jabber'}",0.1054554310764734
"{'en': 'Color Control', 'af': 'Kleur Kontrole'}",0.1054554310764734
"{'en': 'Every', 'af': 'Elke'}",0.1054554310764734
"{'en': 'Animate', 'af': 'Animeer'}",0.1054554310764734
"{'en': 'Piece glued', 'af': 'SamegameComment'}",0.1054554310764734
"{'en': 'Normal', 'af': 'Normaal'}",0.1054554310764734
"{'en': 'Blaavands huk', 'af': 'PeruCity in Jylland Denmark'}",0.1054554310764734
"{'en': 'Select Timezone', 'af': ""Kies 'n tydsone""}",0.1054554310764734
"{'en': 'Themed', 'af': '_Tema'}",0.1054554310764734
"{'en': 'Black Side', 'af': 'Swart kantchess-side'}",0.1054554310764734
"{'en': 'Lower Alphabetical', 'af': 'Sagter Alfabeties'}",0.1054554310764734
"{'en': 'Other…', 'af': 'Ander…'}",0.1054554310764734
"{'en': 'Away', 'af': 'Weg'}",0.1054554310764734
"{'en': 'Tuvalu', 'af': 'Tuvalu'}",0.1054554310764734
"{'en': 'Start Date', 'af': 'Begindatum'}",0.1054554310764734
"{'en': 'Properties View', 'af': 'Eienskappe Besigtig'}",0.1054554310764734
"{'en': 'Left', 'af': 'Links'}",0.1054554310764734
"{'en': 'Barium', 'af': 'Barium'}",0.1054554310764734
"{'en': 'New Contact', 'af': 'Nuwe kontak'}",0.1054554310764734
"{'en': 'Arabic', 'af': 'Arabies'}",0.1054554310764734
"{'en': 'Confidential', 'af': 'KonfidentiÃ«le'}",0.1054554310764734
"{'en': 'Workspace Switcher', 'af': 'Werkruimtewisselaar'}",0.1054554310764734
"{'en': 'Cursor Theme', 'af': 'Plekduider Skema'}",0.1054554310764734
"{'en': 'Basic', 'af': '_Basies'}",0.1054554310764734
"{'en': 'Lower', 'af': 'Sagter'}",0.1054554310764734
"{'en': 'Roger Larsson', 'af': 'Verwyder Laag'}",0.1054554310764734
"{'en': 'Mines Scores', 'af': 'Myne-tellings'}",0.1054554310764734
"{'en': 'Other Tabs', 'af': 'Ander Oortjies'}",0.1054554310764734
"{'en': 'Form', 'af': 'Normale'}",0.1054554310764734
"{'en': 'Attribute', 'af': 'Eienskap'}",0.1054554310764734
"{'en': 'Taken on', 'af': 'Geneem op'}",0.1054554310764734
"{'en': 'Farenheit', 'af': 'Fahrenheitunit-format'}",0.1054554310764734
"{'en': 'Board Size', 'af': 'Bordgroottepreferences'}",0.1054554310764734
"{'en': 'Abort', 'af': 'Staak'}",0.1054554310764734
"{'en': 'Connect', 'af': 'Leo'}",0.1054554310764734
"{'en': 'Vertical', 'af': 'Vertikaal'}",0.1054554310764734
"{'en': 'Cheese Website', 'af': 'Cheese webwerf'}",0.1054554310764734
"{'en': 'Lawton', 'af': 'Ster NaamCity in Oklahoma USA'}",0.1054554310764734
"{'en': 'Always', 'af': 'Altyd'}",0.1054554310764734
"{'en': 'Hungary', 'af': 'HongaryeName'}",0.1054554310764734
"{'en': 'Difficult', 'af': 'Moeilik'}",0.1054554310764734
"{'en': 'Akonaditray', 'af': 'Akonaditray'}",0.1054554310764734
"{'en': 'McKeesport', 'af': 'WesCity in Pennsylvania USA'}",0.1054554310764734
"{'en': 'Simplified', 'af': 'VereenvoudigCyrillic, Ukrainian'}",0.1054554310764734
"{'en': 'Tennessee', 'af': 'HagenRegion/ state in USA'}",0.1054554310764734
"{'en': 'Glossy Film', 'af': 'Glans Film'}",0.1054554310764734
"{'en': 'Edit Entry', 'af': 'Regideer Inskrywing'}",0.1054554310764734
"{'en': 'Clean Indentation', 'af': 'Maak skoon Inkeping'}",0.1054554310764734
"{'en': 'Mexican Peso', 'af': 'Mexikaanse peso'}",0.1054554310764734
"{'en': 'Running', 'af': 'Besig om te loop'}",0.1054554310764734
"{'en': 'Slim Glow', 'af': 'Skuif VertoonComment'}",0.1054554310764734
"{'en': 'Disabled', 'af': 'Gestremde'}",0.1054554310764734
"{'en': 'Kalundborg', 'af': 'KoopCity in Gyeongbuk Korea'}",0.1054554310764734
"{'en': 'Keyboard Shortcuts', 'af': 'Sleutelbordkortpaaie'}",0.1054554310764734
"{'en': 'Boolean AND', 'af': 'Boolese EN'}",0.1054554310764734
"{'en': 'Image File', 'af': 'Beeldlêer'}",0.1054554310764734
"{'en': 'Konsole', 'af': 'Konsole'}",0.1054554310764734
"{'en': 'President', 'af': 'President'}",0.1054554310764734
"{'en': 'US Macintosh', 'af': 'VSA Macintosh'}",0.1054554310764734
"{'en': 'Noun Male', 'af': 'Werkwoord Manlik'}",0.1054554310764734
"{'en': 'Split View', 'af': 'Skei Vertikaal'}",0.1054554310764734
"{'en': 'Match', 'af': 'Title"" refers to ""Match TitleSearch Filter'}",0.1054554310764734
"{'en': 'Equatorial Guinea', 'af': 'AustraliëCountry name (optional, but should be translated)'}",0.1054554310764734
"{'en': 'Automatic', 'af': 'Outomaties'}",0.1054554310764734
"{'en': 'Algeria', 'af': 'AlgeriëName'}",0.1054554310764734
"{'en': 'Vanuatu', 'af': 'Vanuatu'}",0.1054554310764734
"{'en': 'Remote Login', 'af': 'Afgeleë aanmelding'}",0.1054554310764734
"{'en': 'Active', 'af': 'Aktief'}",0.1054554310764734
"{'en': 'Basic Flowcharting', 'af': 'Skerm aanbiedingeComment'}",0.1054554310764734
"{'en': 'Napierville', 'af': 'StanleyCity in Falster Denmark'}",0.1054554310764734
"{'en': 'Created', 'af': 'Geskep'}",0.1054554310764734
"{'en': 'Japan', 'af': 'Japan'}",0.1054554310764734
"{'en': 'Mali', 'af': 'MaliName'}",0.1054554310764734
"{'en': 'Delete Articles', 'af': 'Uitvee Artikel'}",0.1054554310764734
"{'en': 'Very Large', 'af': 'Baie groot'}",0.1054554310764734
"{'en': 'Wednesday', 'af': 'Woensdag'}",0.1054554310764734
"{'en': 'Additional Functions', 'af': 'Bykomende funksies'}",0.1054554310764734
"{'en': 'Ticker', 'af': 'Tikker'}",0.1054554310764734
"{'en': 'Maximize', 'af': 'Maksimeer'}",0.1054554310764734
"{'en': 'Romanian Leu', 'af': 'RomeniëName'}",0.1054554310764734
"{'en': 'Save Calendar', 'af': 'Nuwe kalender'}",0.1054554310764734
"{'en': 'Isabel', 'af': 'Isabel'}",0.1054554310764734
"{'en': 'Nothing', 'af': 'Niks'}",0.1054554310764734
"{'en': 'Border Bottom', 'af': 'Grens Bodem'}",0.1054554310764734
"{'en': 'Edit Palette', 'af': 'Redigeer palet'}",0.1054554310764734
"{'en': 'Tali Preferences', 'af': 'Voorkeure vir Tali'}",0.1054554310764734
"{'en': 'Present On', 'af': 'Voorlegging'}",0.1054554310764734
"{'en': 'Block Size', 'af': 'Ikoon Grootte'}",0.1054554310764734
"{'en': 'Sound', 'af': 'Klank:'}",0.1054554310764734
"{'en': 'Detach Path', 'af': 'Platheid :'}",0.1054554310764734
"{'en': 'Freeciv', 'af': 'FreecivGenericName'}",0.1054554310764734
"{'en': 'We', 'af': 'Wo.'}",0.1054554310764734
"{'en': 'Difficult', 'af': 'Moeilik'}",0.1054554310764734
"{'en': 'Ignore Options', 'af': 'Ignoreer lêers:'}",0.1054554310764734
"{'en': 'Finishing…', 'af': 'Maak klaar...'}",0.1054554310764734
"{'en': 'Album', 'af': 'Album'}",0.1054554310764734
"{'en': 'Scrolling', 'af': 'Spelling'}",0.1054554310764734
"{'en': 'Norwegian Nynorsk', 'af': 'Noörweese Nynorsk'}",0.1054554310764734
"{'en': 'Write Into', 'af': 'Skryf'}",0.1054554310764734
"{'en': 'Trash Applet', 'af': 'Gemors-miniprogram'}",0.1054554310764734
"{'en': 'Alhena', 'af': 'StrandCity in New York USA'}",0.1054554310764734
"{'en': 'Lake City', 'af': 'MaltaCity in Arkansas USA'}",0.1054554310764734
"{'en': 'Text Length', 'af': 'Teks Lengte'}",0.1054554310764734
"{'en': 'Not defined', 'af': 'geÃ¯ndekseerd'}",0.1054554310764734
"{'en': 'Mountpoint', 'af': 'Mount punt:'}",0.1054554310764734
"{'en': 'Zambia', 'af': 'Zambië'}",0.1054554310764734
"{'en': 'New Detail', 'af': 'Voeg besonderhede by'}",0.1054554310764734
"{'en': 'Task Information', 'af': 'Taakinligting'}",0.1054554310764734
"{'en': 'Compass Labels', 'af': 'Kompas Etikette'}",0.1054554310764734
"{'en': 'Labyrinth', 'af': 'Dwaalhof'}",0.1054554310764734
"{'en': 'Play', 'af': 'Speel'}",0.1054554310764734
"{'en': 'Fort McPherson', 'af': 'BahrainCity in Colombia'}",0.1054554310764734
"{'en': 'Out', 'af': 'Uit'}",0.1054554310764734
"{'en': 'Brindisi', 'af': 'BahrainCity in Italy'}",0.1054554310764734
"{'en': 'Spencer', 'af': 'open klasterCity in Iowa USA'}",0.1054554310764734
"{'en': 'Change Precision', 'af': 'Verander Presisie'}",0.1054554310764734
"{'en': 'Tango Flat', 'af': 'Tango plat'}",0.1054554310764734
"{'en': 'Turn on', 'af': 'Skakel aan'}",0.1054554310764734
"{'en': 'Remote', 'af': '_Afgeleë:'}",0.1054554310764734
"{'en': 'Wakefield', 'af': 'ManlikCity in Massachusetts USA'}",0.1054554310764734
